"comparison","p","comp1","comp2","sp1","sp2","mod1","mod2"
"Nitrate-N_RF-PCA - Ammonium-N_PLS",7.43849426498855e-15,"Nitrate-N_RF-PCA","Ammonium-N_PLS","Nitrate-N","Ammonium-N","RF-PCA","PLS"
"Nitrate-N_XGB-PCA - Ammonium-N_PLS",7.43849426498855e-15,"Nitrate-N_XGB-PCA","Ammonium-N_PLS","Nitrate-N","Ammonium-N","XGB-PCA","PLS"
"Potassium_PLS - Ammonium-N_PLS",7.43849426498855e-15,"Potassium_PLS","Ammonium-N_PLS","Potassium","Ammonium-N","PLS","PLS"
"Nitrate-N_PLS - Ammonium-N_PLS",7.43849426498855e-15,"Nitrate-N_PLS","Ammonium-N_PLS","Nitrate-N","Ammonium-N","PLS","PLS"
"Potassium_RF-PCA - Ammonium-N_PLS",7.43849426498855e-15,"Potassium_RF-PCA","Ammonium-N_PLS","Potassium","Ammonium-N","RF-PCA","PLS"
"Potassium_DL - Ammonium-N_PLS",7.43849426498855e-15,"Potassium_DL","Ammonium-N_PLS","Potassium","Ammonium-N","DL","PLS"
"Potassium_XGB-PCA - Ammonium-N_PLS",7.43849426498855e-15,"Potassium_XGB-PCA","Ammonium-N_PLS","Potassium","Ammonium-N","XGB-PCA","PLS"
"Nitrate-N_DL - Ammonium-N_PLS",7.43849426498855e-15,"Nitrate-N_DL","Ammonium-N_PLS","Nitrate-N","Ammonium-N","DL","PLS"
"Ammonium-N_DL - Ammonium-N_RF-PCA",1,"Ammonium-N_DL","Ammonium-N_RF-PCA","Ammonium-N","Ammonium-N","DL","RF-PCA"
"Ammonium-N_XGB-PCA - Ammonium-N_RF-PCA",1,"Ammonium-N_XGB-PCA","Ammonium-N_RF-PCA","Ammonium-N","Ammonium-N","XGB-PCA","RF-PCA"
"Magnesium_PLS - Ammonium-N_RF-PCA",0.997633578893174,"Magnesium_PLS","Ammonium-N_RF-PCA","Magnesium","Ammonium-N","PLS","RF-PCA"
"Magnesium_XGB-PCA - Ammonium-N_RF-PCA",0.115503794537218,"Magnesium_XGB-PCA","Ammonium-N_RF-PCA","Magnesium","Ammonium-N","XGB-PCA","RF-PCA"
"Magnesium_DL - Ammonium-N_RF-PCA",0.0044035889006655,"Magnesium_DL","Ammonium-N_RF-PCA","Magnesium","Ammonium-N","DL","RF-PCA"
"Magnesium_RF-PCA - Ammonium-N_RF-PCA",0.000508189239217693,"Magnesium_RF-PCA","Ammonium-N_RF-PCA","Magnesium","Ammonium-N","RF-PCA","RF-PCA"
"Phosphorus_RF-PCA - Ammonium-N_RF-PCA",7.43849426498855e-15,"Phosphorus_RF-PCA","Ammonium-N_RF-PCA","Phosphorus","Ammonium-N","RF-PCA","RF-PCA"
"Phosphorus_PLS - Ammonium-N_RF-PCA",7.43849426498855e-15,"Phosphorus_PLS","Ammonium-N_RF-PCA","Phosphorus","Ammonium-N","PLS","RF-PCA"
"Phosphorus_XGB-PCA - Ammonium-N_RF-PCA",7.43849426498855e-15,"Phosphorus_XGB-PCA","Ammonium-N_RF-PCA","Phosphorus","Ammonium-N","XGB-PCA","RF-PCA"
"Calcium_XGB-PCA - Ammonium-N_RF-PCA",7.43849426498855e-15,"Calcium_XGB-PCA","Ammonium-N_RF-PCA","Calcium","Ammonium-N","XGB-PCA","RF-PCA"
"Calcium_PLS - Ammonium-N_RF-PCA",7.43849426498855e-15,"Calcium_PLS","Ammonium-N_RF-PCA","Calcium","Ammonium-N","PLS","RF-PCA"
"Phosphorus_DL - Ammonium-N_RF-PCA",7.43849426498855e-15,"Phosphorus_DL","Ammonium-N_RF-PCA","Phosphorus","Ammonium-N","DL","RF-PCA"
"Calcium_RF-PCA - Ammonium-N_RF-PCA",7.43849426498855e-15,"Calcium_RF-PCA","Ammonium-N_RF-PCA","Calcium","Ammonium-N","RF-PCA","RF-PCA"
"Calcium_DL - Ammonium-N_RF-PCA",7.43849426498855e-15,"Calcium_DL","Ammonium-N_RF-PCA","Calcium","Ammonium-N","DL","RF-PCA"
"Sulfate_PLS - Ammonium-N_RF-PCA",7.43849426498855e-15,"Sulfate_PLS","Ammonium-N_RF-PCA","Sulfate","Ammonium-N","PLS","RF-PCA"
"Sulfate_XGB-PCA - Ammonium-N_RF-PCA",7.43849426498855e-15,"Sulfate_XGB-PCA","Ammonium-N_RF-PCA","Sulfate","Ammonium-N","XGB-PCA","RF-PCA"
"Sulfate_DL - Ammonium-N_RF-PCA",7.43849426498855e-15,"Sulfate_DL","Ammonium-N_RF-PCA","Sulfate","Ammonium-N","DL","RF-PCA"
"Sulfate_RF-PCA - Ammonium-N_RF-PCA",7.43849426498855e-15,"Sulfate_RF-PCA","Ammonium-N_RF-PCA","Sulfate","Ammonium-N","RF-PCA","RF-PCA"
"Nitrate-N_RF-PCA - Ammonium-N_RF-PCA",7.43849426498855e-15,"Nitrate-N_RF-PCA","Ammonium-N_RF-PCA","Nitrate-N","Ammonium-N","RF-PCA","RF-PCA"
"Nitrate-N_XGB-PCA - Ammonium-N_RF-PCA",7.43849426498855e-15,"Nitrate-N_XGB-PCA","Ammonium-N_RF-PCA","Nitrate-N","Ammonium-N","XGB-PCA","RF-PCA"
"Potassium_PLS - Ammonium-N_RF-PCA",7.43849426498855e-15,"Potassium_PLS","Ammonium-N_RF-PCA","Potassium","Ammonium-N","PLS","RF-PCA"
"Nitrate-N_PLS - Ammonium-N_RF-PCA",7.43849426498855e-15,"Nitrate-N_PLS","Ammonium-N_RF-PCA","Nitrate-N","Ammonium-N","PLS","RF-PCA"
"Potassium_RF-PCA - Ammonium-N_RF-PCA",7.43849426498855e-15,"Potassium_RF-PCA","Ammonium-N_RF-PCA","Potassium","Ammonium-N","RF-PCA","RF-PCA"
"Potassium_DL - Ammonium-N_RF-PCA",7.43849426498855e-15,"Potassium_DL","Ammonium-N_RF-PCA","Potassium","Ammonium-N","DL","RF-PCA"
"Potassium_XGB-PCA - Ammonium-N_RF-PCA",7.43849426498855e-15,"Potassium_XGB-PCA","Ammonium-N_RF-PCA","Potassium","Ammonium-N","XGB-PCA","RF-PCA"
"Nitrate-N_DL - Ammonium-N_RF-PCA",7.43849426498855e-15,"Nitrate-N_DL","Ammonium-N_RF-PCA","Nitrate-N","Ammonium-N","DL","RF-PCA"
"Ammonium-N_XGB-PCA - Ammonium-N_DL",1,"Ammonium-N_XGB-PCA","Ammonium-N_DL","Ammonium-N","Ammonium-N","XGB-PCA","DL"
"Magnesium_PLS - Ammonium-N_DL",0.997932216618271,"Magnesium_PLS","Ammonium-N_DL","Magnesium","Ammonium-N","PLS","DL"
"Magnesium_XGB-PCA - Ammonium-N_DL",0.120259780716563,"Magnesium_XGB-PCA","Ammonium-N_DL","Magnesium","Ammonium-N","XGB-PCA","DL"
"Magnesium_DL - Ammonium-N_DL",0.00466684381793836,"Magnesium_DL","Ammonium-N_DL","Magnesium","Ammonium-N","DL","DL"
"Magnesium_RF-PCA - Ammonium-N_DL",0.000542488068439595,"Magnesium_RF-PCA","Ammonium-N_DL","Magnesium","Ammonium-N","RF-PCA","DL"
"Phosphorus_RF-PCA - Ammonium-N_DL",7.43849426498855e-15,"Phosphorus_RF-PCA","Ammonium-N_DL","Phosphorus","Ammonium-N","RF-PCA","DL"
"Phosphorus_PLS - Ammonium-N_DL",7.43849426498855e-15,"Phosphorus_PLS","Ammonium-N_DL","Phosphorus","Ammonium-N","PLS","DL"
"Phosphorus_XGB-PCA - Ammonium-N_DL",7.43849426498855e-15,"Phosphorus_XGB-PCA","Ammonium-N_DL","Phosphorus","Ammonium-N","XGB-PCA","DL"
"Calcium_XGB-PCA - Ammonium-N_DL",7.43849426498855e-15,"Calcium_XGB-PCA","Ammonium-N_DL","Calcium","Ammonium-N","XGB-PCA","DL"
"Calcium_PLS - Ammonium-N_DL",7.43849426498855e-15,"Calcium_PLS","Ammonium-N_DL","Calcium","Ammonium-N","PLS","DL"
"Phosphorus_DL - Ammonium-N_DL",7.43849426498855e-15,"Phosphorus_DL","Ammonium-N_DL","Phosphorus","Ammonium-N","DL","DL"
"Calcium_RF-PCA - Ammonium-N_DL",7.43849426498855e-15,"Calcium_RF-PCA","Ammonium-N_DL","Calcium","Ammonium-N","RF-PCA","DL"
"Calcium_DL - Ammonium-N_DL",7.43849426498855e-15,"Calcium_DL","Ammonium-N_DL","Calcium","Ammonium-N","DL","DL"
"Sulfate_PLS - Ammonium-N_DL",7.43849426498855e-15,"Sulfate_PLS","Ammonium-N_DL","Sulfate","Ammonium-N","PLS","DL"
"Sulfate_XGB-PCA - Ammonium-N_DL",7.43849426498855e-15,"Sulfate_XGB-PCA","Ammonium-N_DL","Sulfate","Ammonium-N","XGB-PCA","DL"
"Sulfate_DL - Ammonium-N_DL",7.43849426498855e-15,"Sulfate_DL","Ammonium-N_DL","Sulfate","Ammonium-N","DL","DL"
"Sulfate_RF-PCA - Ammonium-N_DL",7.43849426498855e-15,"Sulfate_RF-PCA","Ammonium-N_DL","Sulfate","Ammonium-N","RF-PCA","DL"
"Nitrate-N_RF-PCA - Ammonium-N_DL",7.43849426498855e-15,"Nitrate-N_RF-PCA","Ammonium-N_DL","Nitrate-N","Ammonium-N","RF-PCA","DL"
"Nitrate-N_XGB-PCA - Ammonium-N_DL",7.43849426498855e-15,"Nitrate-N_XGB-PCA","Ammonium-N_DL","Nitrate-N","Ammonium-N","XGB-PCA","DL"
"Potassium_PLS - Ammonium-N_DL",7.43849426498855e-15,"Potassium_PLS","Ammonium-N_DL","Potassium","Ammonium-N","PLS","DL"
"Nitrate-N_PLS - Ammonium-N_DL",7.43849426498855e-15,"Nitrate-N_PLS","Ammonium-N_DL","Nitrate-N","Ammonium-N","PLS","DL"
"Potassium_RF-PCA - Ammonium-N_DL",7.43849426498855e-15,"Potassium_RF-PCA","Ammonium-N_DL","Potassium","Ammonium-N","RF-PCA","DL"
"Potassium_DL - Ammonium-N_DL",7.43849426498855e-15,"Potassium_DL","Ammonium-N_DL","Potassium","Ammonium-N","DL","DL"
"Potassium_XGB-PCA - Ammonium-N_DL",7.43849426498855e-15,"Potassium_XGB-PCA","Ammonium-N_DL","Potassium","Ammonium-N","XGB-PCA","DL"
"Nitrate-N_DL - Ammonium-N_DL",7.43849426498855e-15,"Nitrate-N_DL","Ammonium-N_DL","Nitrate-N","Ammonium-N","DL","DL"
"Magnesium_PLS - Ammonium-N_XGB-PCA",0.999999776475738,"Magnesium_PLS","Ammonium-N_XGB-PCA","Magnesium","Ammonium-N","PLS","XGB-PCA"
"Magnesium_XGB-PCA - Ammonium-N_XGB-PCA",0.500679737978388,"Magnesium_XGB-PCA","Ammonium-N_XGB-PCA","Magnesium","Ammonium-N","XGB-PCA","XGB-PCA"
"Magnesium_DL - Ammonium-N_XGB-PCA",0.0486780919059849,"Magnesium_DL","Ammonium-N_XGB-PCA","Magnesium","Ammonium-N","DL","XGB-PCA"
"Magnesium_RF-PCA - Ammonium-N_XGB-PCA",0.00811605458575448,"Magnesium_RF-PCA","Ammonium-N_XGB-PCA","Magnesium","Ammonium-N","RF-PCA","XGB-PCA"
"Phosphorus_RF-PCA - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Phosphorus_RF-PCA","Ammonium-N_XGB-PCA","Phosphorus","Ammonium-N","RF-PCA","XGB-PCA"
"Phosphorus_PLS - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Phosphorus_PLS","Ammonium-N_XGB-PCA","Phosphorus","Ammonium-N","PLS","XGB-PCA"
"Phosphorus_XGB-PCA - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Phosphorus_XGB-PCA","Ammonium-N_XGB-PCA","Phosphorus","Ammonium-N","XGB-PCA","XGB-PCA"
"Calcium_XGB-PCA - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Calcium_XGB-PCA","Ammonium-N_XGB-PCA","Calcium","Ammonium-N","XGB-PCA","XGB-PCA"
"Calcium_PLS - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Calcium_PLS","Ammonium-N_XGB-PCA","Calcium","Ammonium-N","PLS","XGB-PCA"
"Phosphorus_DL - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Phosphorus_DL","Ammonium-N_XGB-PCA","Phosphorus","Ammonium-N","DL","XGB-PCA"
"Calcium_RF-PCA - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Calcium_RF-PCA","Ammonium-N_XGB-PCA","Calcium","Ammonium-N","RF-PCA","XGB-PCA"
"Calcium_DL - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Calcium_DL","Ammonium-N_XGB-PCA","Calcium","Ammonium-N","DL","XGB-PCA"
"Sulfate_PLS - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Sulfate_PLS","Ammonium-N_XGB-PCA","Sulfate","Ammonium-N","PLS","XGB-PCA"
"Sulfate_XGB-PCA - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Sulfate_XGB-PCA","Ammonium-N_XGB-PCA","Sulfate","Ammonium-N","XGB-PCA","XGB-PCA"
"Sulfate_DL - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Sulfate_DL","Ammonium-N_XGB-PCA","Sulfate","Ammonium-N","DL","XGB-PCA"
"Sulfate_RF-PCA - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Sulfate_RF-PCA","Ammonium-N_XGB-PCA","Sulfate","Ammonium-N","RF-PCA","XGB-PCA"
"Nitrate-N_RF-PCA - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Nitrate-N_RF-PCA","Ammonium-N_XGB-PCA","Nitrate-N","Ammonium-N","RF-PCA","XGB-PCA"
"Nitrate-N_XGB-PCA - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Nitrate-N_XGB-PCA","Ammonium-N_XGB-PCA","Nitrate-N","Ammonium-N","XGB-PCA","XGB-PCA"
"Potassium_PLS - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Potassium_PLS","Ammonium-N_XGB-PCA","Potassium","Ammonium-N","PLS","XGB-PCA"
"Nitrate-N_PLS - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Nitrate-N_PLS","Ammonium-N_XGB-PCA","Nitrate-N","Ammonium-N","PLS","XGB-PCA"
"Potassium_RF-PCA - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Potassium_RF-PCA","Ammonium-N_XGB-PCA","Potassium","Ammonium-N","RF-PCA","XGB-PCA"
"Potassium_DL - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Potassium_DL","Ammonium-N_XGB-PCA","Potassium","Ammonium-N","DL","XGB-PCA"
"Potassium_XGB-PCA - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Potassium_XGB-PCA","Ammonium-N_XGB-PCA","Potassium","Ammonium-N","XGB-PCA","XGB-PCA"
"Nitrate-N_DL - Ammonium-N_XGB-PCA",7.43849426498855e-15,"Nitrate-N_DL","Ammonium-N_XGB-PCA","Nitrate-N","Ammonium-N","DL","XGB-PCA"
"Magnesium_XGB-PCA - Magnesium_PLS",0.999998784215505,"Magnesium_XGB-PCA","Magnesium_PLS","Magnesium","Magnesium","XGB-PCA","PLS"
"Magnesium_DL - Magnesium_PLS",0.962924083945939,"Magnesium_DL","Magnesium_PLS","Magnesium","Magnesium","DL","PLS"
"Magnesium_RF-PCA - Magnesium_PLS",0.721238315502622,"Magnesium_RF-PCA","Magnesium_PLS","Magnesium","Magnesium","RF-PCA","PLS"
"Phosphorus_RF-PCA - Magnesium_PLS",1.05138120432002e-13,"Phosphorus_RF-PCA","Magnesium_PLS","Phosphorus","Magnesium","RF-PCA","PLS"
"Phosphorus_PLS - Magnesium_PLS",2.05391259555654e-14,"Phosphorus_PLS","Magnesium_PLS","Phosphorus","Magnesium","PLS","PLS"
"Phosphorus_XGB-PCA - Magnesium_PLS",7.54951656745106e-15,"Phosphorus_XGB-PCA","Magnesium_PLS","Phosphorus","Magnesium","XGB-PCA","PLS"
"Calcium_XGB-PCA - Magnesium_PLS",7.43849426498855e-15,"Calcium_XGB-PCA","Magnesium_PLS","Calcium","Magnesium","XGB-PCA","PLS"
"Calcium_PLS - Magnesium_PLS",7.43849426498855e-15,"Calcium_PLS","Magnesium_PLS","Calcium","Magnesium","PLS","PLS"
"Phosphorus_DL - Magnesium_PLS",7.43849426498855e-15,"Phosphorus_DL","Magnesium_PLS","Phosphorus","Magnesium","DL","PLS"
"Calcium_RF-PCA - Magnesium_PLS",7.43849426498855e-15,"Calcium_RF-PCA","Magnesium_PLS","Calcium","Magnesium","RF-PCA","PLS"
"Calcium_DL - Magnesium_PLS",7.43849426498855e-15,"Calcium_DL","Magnesium_PLS","Calcium","Magnesium","DL","PLS"
"Sulfate_PLS - Magnesium_PLS",7.43849426498855e-15,"Sulfate_PLS","Magnesium_PLS","Sulfate","Magnesium","PLS","PLS"
"Sulfate_XGB-PCA - Magnesium_PLS",7.43849426498855e-15,"Sulfate_XGB-PCA","Magnesium_PLS","Sulfate","Magnesium","XGB-PCA","PLS"
"Sulfate_DL - Magnesium_PLS",7.43849426498855e-15,"Sulfate_DL","Magnesium_PLS","Sulfate","Magnesium","DL","PLS"
"Sulfate_RF-PCA - Magnesium_PLS",7.43849426498855e-15,"Sulfate_RF-PCA","Magnesium_PLS","Sulfate","Magnesium","RF-PCA","PLS"
"Nitrate-N_RF-PCA - Magnesium_PLS",7.43849426498855e-15,"Nitrate-N_RF-PCA","Magnesium_PLS","Nitrate-N","Magnesium","RF-PCA","PLS"
"Nitrate-N_XGB-PCA - Magnesium_PLS",7.43849426498855e-15,"Nitrate-N_XGB-PCA","Magnesium_PLS","Nitrate-N","Magnesium","XGB-PCA","PLS"
"Potassium_PLS - Magnesium_PLS",7.43849426498855e-15,"Potassium_PLS","Magnesium_PLS","Potassium","Magnesium","PLS","PLS"
"Nitrate-N_PLS - Magnesium_PLS",7.43849426498855e-15,"Nitrate-N_PLS","Magnesium_PLS","Nitrate-N","Magnesium","PLS","PLS"
"Potassium_RF-PCA - Magnesium_PLS",7.43849426498855e-15,"Potassium_RF-PCA","Magnesium_PLS","Potassium","Magnesium","RF-PCA","PLS"
"Potassium_DL - Magnesium_PLS",7.43849426498855e-15,"Potassium_DL","Magnesium_PLS","Potassium","Magnesium","DL","PLS"
"Potassium_XGB-PCA - Magnesium_PLS",7.43849426498855e-15,"Potassium_XGB-PCA","Magnesium_PLS","Potassium","Magnesium","XGB-PCA","PLS"
"Nitrate-N_DL - Magnesium_PLS",7.43849426498855e-15,"Nitrate-N_DL","Magnesium_PLS","Nitrate-N","Magnesium","DL","PLS"
"Magnesium_DL - Magnesium_XGB-PCA",1,"Magnesium_DL","Magnesium_XGB-PCA","Magnesium","Magnesium","DL","XGB-PCA"
"Magnesium_RF-PCA - Magnesium_XGB-PCA",0.999999999700125,"Magnesium_RF-PCA","Magnesium_XGB-PCA","Magnesium","Magnesium","RF-PCA","XGB-PCA"
"Phosphorus_RF-PCA - Magnesium_XGB-PCA",5.36570787801338e-13,"Phosphorus_RF-PCA","Magnesium_XGB-PCA","Phosphorus","Magnesium","RF-PCA","XGB-PCA"
"Phosphorus_PLS - Magnesium_XGB-PCA",5.3534954247425e-13,"Phosphorus_PLS","Magnesium_XGB-PCA","Phosphorus","Magnesium","PLS","XGB-PCA"
"Phosphorus_XGB-PCA - Magnesium_XGB-PCA",5.48894263374677e-13,"Phosphorus_XGB-PCA","Magnesium_XGB-PCA","Phosphorus","Magnesium","XGB-PCA","XGB-PCA"
"Calcium_XGB-PCA - Magnesium_XGB-PCA",8.32667268468867e-15,"Calcium_XGB-PCA","Magnesium_XGB-PCA","Calcium","Magnesium","XGB-PCA","XGB-PCA"
"Calcium_PLS - Magnesium_XGB-PCA",8.32667268468867e-15,"Calcium_PLS","Magnesium_XGB-PCA","Calcium","Magnesium","PLS","XGB-PCA"
"Phosphorus_DL - Magnesium_XGB-PCA",7.54951656745106e-15,"Phosphorus_DL","Magnesium_XGB-PCA","Phosphorus","Magnesium","DL","XGB-PCA"
"Calcium_RF-PCA - Magnesium_XGB-PCA",7.43849426498855e-15,"Calcium_RF-PCA","Magnesium_XGB-PCA","Calcium","Magnesium","RF-PCA","XGB-PCA"
"Calcium_DL - Magnesium_XGB-PCA",7.43849426498855e-15,"Calcium_DL","Magnesium_XGB-PCA","Calcium","Magnesium","DL","XGB-PCA"
"Sulfate_PLS - Magnesium_XGB-PCA",7.43849426498855e-15,"Sulfate_PLS","Magnesium_XGB-PCA","Sulfate","Magnesium","PLS","XGB-PCA"
"Sulfate_XGB-PCA - Magnesium_XGB-PCA",7.43849426498855e-15,"Sulfate_XGB-PCA","Magnesium_XGB-PCA","Sulfate","Magnesium","XGB-PCA","XGB-PCA"
"Sulfate_DL - Magnesium_XGB-PCA",7.43849426498855e-15,"Sulfate_DL","Magnesium_XGB-PCA","Sulfate","Magnesium","DL","XGB-PCA"
"Sulfate_RF-PCA - Magnesium_XGB-PCA",7.43849426498855e-15,"Sulfate_RF-PCA","Magnesium_XGB-PCA","Sulfate","Magnesium","RF-PCA","XGB-PCA"
"Nitrate-N_RF-PCA - Magnesium_XGB-PCA",7.43849426498855e-15,"Nitrate-N_RF-PCA","Magnesium_XGB-PCA","Nitrate-N","Magnesium","RF-PCA","XGB-PCA"
"Nitrate-N_XGB-PCA - Magnesium_XGB-PCA",7.43849426498855e-15,"Nitrate-N_XGB-PCA","Magnesium_XGB-PCA","Nitrate-N","Magnesium","XGB-PCA","XGB-PCA"
"Potassium_PLS - Magnesium_XGB-PCA",7.43849426498855e-15,"Potassium_PLS","Magnesium_XGB-PCA","Potassium","Magnesium","PLS","XGB-PCA"
"Nitrate-N_PLS - Magnesium_XGB-PCA",7.43849426498855e-15,"Nitrate-N_PLS","Magnesium_XGB-PCA","Nitrate-N","Magnesium","PLS","XGB-PCA"
"Potassium_RF-PCA - Magnesium_XGB-PCA",7.43849426498855e-15,"Potassium_RF-PCA","Magnesium_XGB-PCA","Potassium","Magnesium","RF-PCA","XGB-PCA"
"Potassium_DL - Magnesium_XGB-PCA",7.43849426498855e-15,"Potassium_DL","Magnesium_XGB-PCA","Potassium","Magnesium","DL","XGB-PCA"
"Potassium_XGB-PCA - Magnesium_XGB-PCA",7.43849426498855e-15,"Potassium_XGB-PCA","Magnesium_XGB-PCA","Potassium","Magnesium","XGB-PCA","XGB-PCA"
"Nitrate-N_DL - Magnesium_XGB-PCA",7.43849426498855e-15,"Nitrate-N_DL","Magnesium_XGB-PCA","Nitrate-N","Magnesium","DL","XGB-PCA"
"Magnesium_RF-PCA - Magnesium_DL",1,"Magnesium_RF-PCA","Magnesium_DL","Magnesium","Magnesium","RF-PCA","DL"
"Phosphorus_RF-PCA - Magnesium_DL",4.9427129056312e-13,"Phosphorus_RF-PCA","Magnesium_DL","Phosphorus","Magnesium","RF-PCA","DL"
"Phosphorus_PLS - Magnesium_DL",5.51891865541165e-13,"Phosphorus_PLS","Magnesium_DL","Phosphorus","Magnesium","PLS","DL"
"Phosphorus_XGB-PCA - Magnesium_DL",5.33795230239775e-13,"Phosphorus_XGB-PCA","Magnesium_DL","Phosphorus","Magnesium","XGB-PCA","DL"
"Calcium_XGB-PCA - Magnesium_DL",2.72004641033163e-13,"Calcium_XGB-PCA","Magnesium_DL","Calcium","Magnesium","XGB-PCA","DL"
"Calcium_PLS - Magnesium_DL",2.70117261891301e-13,"Calcium_PLS","Magnesium_DL","Calcium","Magnesium","PLS","DL"
"Phosphorus_DL - Magnesium_DL",9.44799793956008e-14,"Phosphorus_DL","Magnesium_DL","Phosphorus","Magnesium","DL","DL"
"Calcium_RF-PCA - Magnesium_DL",7.66053886991358e-15,"Calcium_RF-PCA","Magnesium_DL","Calcium","Magnesium","RF-PCA","DL"
"Calcium_DL - Magnesium_DL",7.43849426498855e-15,"Calcium_DL","Magnesium_DL","Calcium","Magnesium","DL","DL"
"Sulfate_PLS - Magnesium_DL",7.43849426498855e-15,"Sulfate_PLS","Magnesium_DL","Sulfate","Magnesium","PLS","DL"
"Sulfate_XGB-PCA - Magnesium_DL",7.43849426498855e-15,"Sulfate_XGB-PCA","Magnesium_DL","Sulfate","Magnesium","XGB-PCA","DL"
"Sulfate_DL - Magnesium_DL",7.43849426498855e-15,"Sulfate_DL","Magnesium_DL","Sulfate","Magnesium","DL","DL"
"Sulfate_RF-PCA - Magnesium_DL",7.43849426498855e-15,"Sulfate_RF-PCA","Magnesium_DL","Sulfate","Magnesium","RF-PCA","DL"
"Nitrate-N_RF-PCA - Magnesium_DL",7.43849426498855e-15,"Nitrate-N_RF-PCA","Magnesium_DL","Nitrate-N","Magnesium","RF-PCA","DL"
"Nitrate-N_XGB-PCA - Magnesium_DL",7.43849426498855e-15,"Nitrate-N_XGB-PCA","Magnesium_DL","Nitrate-N","Magnesium","XGB-PCA","DL"
"Potassium_PLS - Magnesium_DL",7.43849426498855e-15,"Potassium_PLS","Magnesium_DL","Potassium","Magnesium","PLS","DL"
"Nitrate-N_PLS - Magnesium_DL",7.43849426498855e-15,"Nitrate-N_PLS","Magnesium_DL","Nitrate-N","Magnesium","PLS","DL"
"Potassium_RF-PCA - Magnesium_DL",7.43849426498855e-15,"Potassium_RF-PCA","Magnesium_DL","Potassium","Magnesium","RF-PCA","DL"
"Potassium_DL - Magnesium_DL",7.43849426498855e-15,"Potassium_DL","Magnesium_DL","Potassium","Magnesium","DL","DL"
"Potassium_XGB-PCA - Magnesium_DL",7.43849426498855e-15,"Potassium_XGB-PCA","Magnesium_DL","Potassium","Magnesium","XGB-PCA","DL"
"Nitrate-N_DL - Magnesium_DL",7.43849426498855e-15,"Nitrate-N_DL","Magnesium_DL","Nitrate-N","Magnesium","DL","DL"
"Phosphorus_RF-PCA - Magnesium_RF-PCA",7.92033105767587e-13,"Phosphorus_RF-PCA","Magnesium_RF-PCA","Phosphorus","Magnesium","RF-PCA","RF-PCA"
"Phosphorus_PLS - Magnesium_RF-PCA",4.98157071149308e-13,"Phosphorus_PLS","Magnesium_RF-PCA","Phosphorus","Magnesium","PLS","RF-PCA"
"Phosphorus_XGB-PCA - Magnesium_RF-PCA",5.72430991496731e-13,"Phosphorus_XGB-PCA","Magnesium_RF-PCA","Phosphorus","Magnesium","XGB-PCA","RF-PCA"
"Calcium_XGB-PCA - Magnesium_RF-PCA",5.11368725142347e-13,"Calcium_XGB-PCA","Magnesium_RF-PCA","Calcium","Magnesium","XGB-PCA","RF-PCA"
"Calcium_PLS - Magnesium_RF-PCA",5.1147974744481e-13,"Calcium_PLS","Magnesium_RF-PCA","Calcium","Magnesium","PLS","RF-PCA"
"Phosphorus_DL - Magnesium_RF-PCA",4.0645264931527e-13,"Phosphorus_DL","Magnesium_RF-PCA","Phosphorus","Magnesium","DL","RF-PCA"
"Calcium_RF-PCA - Magnesium_RF-PCA",2.64233079860787e-14,"Calcium_RF-PCA","Magnesium_RF-PCA","Calcium","Magnesium","RF-PCA","RF-PCA"
"Calcium_DL - Magnesium_RF-PCA",7.66053886991358e-15,"Calcium_DL","Magnesium_RF-PCA","Calcium","Magnesium","DL","RF-PCA"
"Sulfate_PLS - Magnesium_RF-PCA",7.43849426498855e-15,"Sulfate_PLS","Magnesium_RF-PCA","Sulfate","Magnesium","PLS","RF-PCA"
"Sulfate_XGB-PCA - Magnesium_RF-PCA",7.43849426498855e-15,"Sulfate_XGB-PCA","Magnesium_RF-PCA","Sulfate","Magnesium","XGB-PCA","RF-PCA"
"Sulfate_DL - Magnesium_RF-PCA",7.43849426498855e-15,"Sulfate_DL","Magnesium_RF-PCA","Sulfate","Magnesium","DL","RF-PCA"
"Sulfate_RF-PCA - Magnesium_RF-PCA",7.43849426498855e-15,"Sulfate_RF-PCA","Magnesium_RF-PCA","Sulfate","Magnesium","RF-PCA","RF-PCA"
